,id,score,query,title,content,model_name,is_found
16102,16102,1.0,ОРОСИТЬ,ОРОСИТЬ,"Полить, пропитать влагой. Дождь оросил землю. О. слезами кого-что-н. (перен.: горько заплакать над кем-чем-н.; устар. и высок.). 2. Создать благоприятные по влажности условия путем проведения воды на поля и увеличения ее запасов в почве. О. степные районы. II несов. орошать, -аю, -аешь. II сущ. орошение, -я, ср. Регулярное о. Периодическое о. (лиманное). II прил. оросительный, -ая, -ое (ко 2 знач.). Оросительная система, ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
22847,22847,1.0,РАСКАТ,РАСКАТ,"Раскатанное, гладкое или скользкое место. Ледяные раскаты на дороге. 3. Прерывистые и громкие звуки, прерывистый длительный гул, грохот. Раскаты грома. II прил. раскатный, -ая, -ое (ко 2 и 3 знач.). ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
16904,16904,0.9999999,ОХОТИТЬСЯ,ОХОТИТЬСЯ,"Заниматься охотой(в i знач.). О. на медведя. О. за перепелами. Лисица охотится на мышей. О. за вражеским разведчиком (перен.). 2. перен., за кем-чем. Стараться раздобыть, получить что-н. (разг.). 6. за редкой книгой. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
6599,6599,1.0,ЖАТЬСЯ,ЖАТЬСЯ,"Съеживаться, стараясь занять меньше места. Ж. в углу. Ж. от холода. 2. Придвигаться близко к кому-чему-н. Ребенок жмется к матери. Ж. к стене. 3. перен. Быть в нерешительности, мяться2 (разг.). Жмется, не зная, что ответить. 4. Скупиться, экономить (в 1 знач.) (разг.). Ж. из-за каждой копейки. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
3762,3762,1.0,ВЫЖИГА,ВЫЖИГА,"Плут, пройдоха; прижимистый человек. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
18722,18722,1.0,ПОДМАЗАТЬ,ПОДМАЗАТЬ,"Помазать снизу или немного; смазать (разг.). П. колеса, ось, ступицу. 2. перен; кого (что). Дать кому-н. взятку (прост.). * He подмажешь - не поедешь - посл. о том, что без взятки дело не сде-лается.II несов. подмазывать, -аю, -аешь. II сущ. подмазывание, -я, ср. и подмазка, -и, ж. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
30786,30786,1.0,ШТИБЛЕТЫ,ШТИБЛЕТЫ,"Мужские! полуботинки на шнурках или с резинками по бокам. Остроносые ш. Лакированные ш. II прил. штиблетный, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
11340,11340,1.0,ЛЕТОПИСЬ,ЛЕТОПИСЬ,"Вид русской повествовательной литературы II -17 вв.: погодная запись исторических событий. Древнерусские летописи. 2. перен. То же, что история (в 3 знач.) (высок.). Л. боевой славы. Семейная л. II прил. летописный, -ая, -ое (к 1 знач.). Л. свод. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
9053,9053,1.0,КАЖДОДНЕВНЫЙ,КАЖДОДНЕВНЫЙ,"То же, что ежедневный. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
6369,6369,1.0,ДУШЕГРЕЙКА,ДУШЕГРЕЙКА,"Женская теплая кофта, обычно без рукавов, со сборками по талии. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
6237,6237,1.0000001,ДРЕМОТА,ДРЕМОТА,"Полусон, состояние, при к-ром хочется спать и невольно закрываются глаза. Превозмочь дремоту. II прил, дремотный, -ая, -ое. Дремотное состояние. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
26407,26407,0.99999994,СТАРОСЛАВЯНСКИЙ,СТАРОСЛАВЯНСКИЙ,Относящийся к первому литературно-письменному языку славян эпохи 9-11 вв. С. язык. Старославянская письменность. ,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
20580,20580,1.0000001,ПРИЖИВАЛ,ПРИЖИВАЛ,"Бедный человек, живущий из милости в богатом доме (устар.). 2. Человек, живущий где-н. за счет другого, других (разг. неодобр.). II ж. приживалка, -и и приживальщица, -ы. II прил. приживальческий, -ая,-ое. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
28336,28336,1.0,УДАЛИТЬСЯ,УДАЛИТЬСЯ,"Отдалиться. отойти на какое-н. расстояние. У. от дома. У. от темы (перен.). У. от дел (перен.: отойти, отстраниться). 2. Уйти от-куда-н., покинув какое-н. место, направиться куда-н. У. из зала. У. в свой кабинет. II несов. удаляться, -яюсь, -яешься. II сущ. удаление, -я, ср. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
16115,16115,1.0,ОСАДА,ОСАДА,"Окружение войсками укрепленного места с целью его захвата. Город в осаде. Снять осаду. II прил. осадный, -ая, -ое. Осадные укрепления. Осадное положение (чрезвычайные меры в городе, крепости для охраны порядка в военное время). ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
7120,7120,1.0,ЗАИМКА,ЗАИМКА,"В старину: земельный участок, занятый кем-н. по праву первого владения, обычно в один двор, вдали от других пахотных земель; теперь в Сибири - название нек-рых небольших отдаленных поселений (земледельческих, охотничьих, рыболовецких). ЗАИМОДАВЕЦ, -вца, м. (устар.). То же, что заимодавец. II прил. заимодавческий, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
4636,4636,0.99999994,ГОЛОВАЧАМИ,ГОЛОВАЧАМИ,"С большой головой. 2. Умный, сообразительный. II сущ. головастость, -и, ж. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
15428,15428,1.0000001,ОБЫСКАТЬСЯ,ОБЫСКАТЬСЯ,"Ища долго, обыскать все, везде. О. ключей. Мы тебя обыскались, где ты был? II несов. обыскиваться, -аюсь, -ае-шься. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
20772,20772,0.9999999,ПРИПАДОЧНЫЙ,ПРИПАДОЧНЫЙ,Страдающий припадками какой-н. болезни. П. больной. Кричит как припадочный (сущ.). ,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
19807,19807,1.0,ПОСЛЕДОВАТЕЛЬНЫЙ,ПОСЛЕДОВАТЕЛЬНЫЙ,"Непрерывно следующий за другим. Последовательные движения. 2. Логически обоснованный, закономерно вытекающий из чего-н. Рассуждать последовательно (нареч.). Будьте последовательны в своих поступках. II сущ. последовательность, -и, ж. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
22506,22506,0.99999994,РАЗЗЯВИТЬ,РАЗЗЯВИТЬ,"То же, что разинуть. Р. рот. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
18688,18688,1.0,ПОДКУЛАЧНИК,ПОДКУЛАЧНИК,"Крестьянин, в годы коллективизации сельского хозяйства считавшийся сторонником кулаков2. II ж. подкулачница, -ы. II прил. подкулач-нический, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
462,462,1.0000001,АНТРАЦИТ,АНТРАЦИТ,"Каменный уголь высшего качества. II прил. антрацитовый, -ая, -ое и антрацитный, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
1399,1399,1.0000001,БЕТОНИРОВАТЬ,БЕТОНИРОВАТЬ,"Заполнить (-нять) бетоном. II сов. также забетонировать, -рую, -руешь; -анный. II сущ. бетонирование, -я, ср. и бетонировка, -и, ж. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
18214,18214,1.0,ПЛЕМЯННИК,ПЛЕМЯННИК,Сын брата или сестры. ,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
15324,15324,1.0000001,ОБТЕСАТЬ,ОБТЕСАТЬ,"Тесанием обровнять. О. бревно. 2. перен., кого (что). Сделать культурнее, научить хорошему поведению, манерам (разг.). О. приезжего новичка. II несов. обтесывать, -аю, -аешь. II сущ. обтесыва-ние, -я, ср. и обтеска, -и, ж. (к 1 знач.). II прил. обтесочный, -ая, -ое (к 1 знач.). ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
20777,20777,1.0,ПРИПАСЫ,ПРИПАСЫ,"Продукты, материалы, заготовленные про запас, запасы. Съестные п. Боевые п. (боеприпасы). ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
25162,25162,1.0000001,СКОРЛУПА,СКОРЛУПА,"Твердая оболочка (яйца, ореха). Яичная с. Содрать скорлупу. Уйти в свою скорлупу (перен.: замкнуться в узком кругу своих интересов, переживаний). Л уменъш. скорлупка, -и, ж. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
14001,14001,1.0,НЕВООБРАЗИМЫЙ,НЕВООБРАЗИМЫЙ,"То же, что немыслимый. Невообразимая перспектива. Н. шум. II сущ. невообразимость, -и, ж. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
26085,26085,1.0,СОЧЛЕНИТЬ,СОЧЛЕНИТЬ,"Соединить, составить вместе. С. части конструкции. II несов. сочленять, -яю, -яешь. II сущ. сочленение, -я, ср. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
13367,13367,1.0,НАЛЕПЛЯТЬ,НАЛЕПЛЯТЬ,"То же, что лепить (во 2 знач.). Н. наклейки. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
6646,6646,1.0,ЖЕМАНСТВО,ЖЕМАНСТВО,Жеманное поведение. ,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
13684,13684,1.0000001,НАСОЛИТЬ,НАСОЛИТЬ,"Заготовить солением в каком-н. количестве. Н. огурцов. 2. что. Положить много соли во что-н. (разг.). Н. суп. 3. перен., кому. Сделать неприятность (разг.). Всем. в доме насолила. II несов. насаливать, -аю, -аешь (к 1 и 2 знач.). ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
21786,21786,1.0,ПРОФАНИРОВАТЬ,ПРОФАНИРОВАТЬ,Подвергнуть (-гать) профанации. П. лучшие чувства. ,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
4847,4847,1.0000001,ГРАБИЛОВКА,ГРАБИЛОВКА,"Место, где грабят. 2. То же, что грабеж (во 2 знач.). ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
14437,14437,1.0000001,НЕРАЗРЕШИМЫЙ,НЕРАЗРЕШИМЫЙ,"Такой, что нельзя решить, разрешить. Н. вопрос. II сущ неразрешимость, -и, ж. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
23557,23557,1.0,РЕТРОСПЕКТИВА,РЕТРОСПЕКТИВА,"Взгляд в прошлое, обозрение того, что было в прошлом. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
31029,31029,1.0,ЭКСТРАОРДИНАРНЫЙ,ЭКСТРАОРДИНАРНЫЙ,"Чрезвычайный, необыкновенный (книжн.). Э. случай. 2. пол"", ф. В названиях ученых должностей: сверхштатный, в про-тивоп. ординарному (во 2 знач.) (устар.). Э. профессор. I) сущ экстраординарность, -и, ж. (к 1 знач.). ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
11858,11858,0.99999994,МАЛЯРИЯ,МАЛЯРИЯ,"Инфекционная болезнь, передающаяся нек-рыми видами комаров, сопровождающаяся приступами лихорадки, малокровием. II прил. малярийный, -ая, -ое. М. комар (переносчик малярии). ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
5257,5257,0.99999994,ДВУПАЛЫЙ,ДВУПАЛЫЙ,Имеющий два пальца (в 1 знач.) на руке или ноге (у животных на лапе). ,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
14861,14861,1.0,ОБВИТЬ,ОБВИТЬ,Обмотать что-н. вокруг чего-н. О. косы вокруг головы. ,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
24073,24073,1.0,САМОВОЛКА,САМОВОЛКА,У военнослужащих: самовольная отлучка. Наказать за самоволку. ,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
15137,15137,1.0000001,ОБОГАТИТЬ,ОБОГАТИТЬ,"Сделать богатым, богаче. О. страну. О. свой жизненный опыт. О. язык. 2. что. Удаляя пустую породу или внося какие-н. вещества, повышая содержание чего-н., увеличить ценность, полезность чего-н. (спец.). О. руду. О. почву. II несов. обогащать, -аю, -аешь. II сущ. обогащение, -я, ср. О. полезных ископаемых. II прил. обогатительный, -ая, -ое (ко 2 знач.; спец.). О. комбинат. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
24852,24852,1.0,СИГАРЕТА,СИГАРЕТА,"Папироса без мундштука. II уменъш. сигаретка, -и, ж. II прил. сигаретный, -ая, -ое и сигареточный, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
25197,25197,1.0,СКОТСКИЙ,СКОТСКИЙ,"Грубый, низкий, отвратительный (разг.). Скотское поведение. Скотское отношение. По-скотски (нареч.) жить (грязно, неряшливо или недостойно, не по-человечески). II сущ. скотство, -а, ср. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
23713,23713,1.0,РОЗА,РОЗА,"Кустарниковое растение сем. розоцветных с красивыми крупными душистыми цветками и со стеблем, обычно покрытым шипами, а также сам такой цветок. Алая, белая, розовая р. Букет роз. Усеять (усыпать) чей-н. путь розами (перен.:сделать чью-н. жизнь легкой, счастливой). 2. Архитектурное или ювелирное украшение, схематически воспроизводящее форму такого цветка (спец.). * Роза ветров (спец.) - 1) графическое изображение повторяемости направления ветров в каком-н. определенном месте; 2) ветры, дующие одновременно в разных направлениях. II уменьш. розочка, -и, ж. II прил. розовый, -ая, -ое (к 1 знач.) и рбзанный,-ая, -ое (спец.). Розовое масло (из лепестков роз). Подсемейство розанных (сущ.). ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
25037,25037,0.9999999,СКАРЕДНЫЙ,СКАРЕДНЫЙ,"Очень скупой, жадный. С. старик. II сущ. скаредность, -и, ж. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
318,318,0.9999999,АЛЬТРУИСТ,АЛЬТРУИСТ,"Человек, отличающийся альтруизмом. II ж. альтруистка, -и. II прил. альтруистский, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
8890,8890,1.0000001,ИСПУСТИТЬ,ИСПУСТИТЬ,"Издать2 ; произвести, выделить. И. крик, стон, вопль. И. струю. И. аромат. И. дух (умереть; устар.). II несов. испускать, -аю, -аешь. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
2133,2133,1.0,ВАЗЕЛИН,ВАЗЕЛИН,"Мазь, употр. в медицине, косметике, технике. Борный в. II прил. вазелиновый, -ая, -ое. Вазелиновое масло. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
5291,5291,1.0,ДВУХПАРТИЙНЫЙ,ДВУХПАРТИЙНЫЙ,Об общественной системе: имеющий две политические партии. ,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
23554,23554,0.9999999,РЕТРАНСЛЯЦИЯ,РЕТРАНСЛЯЦИЯ,"Прием и передача радио- или телевизионной программы через промежуточный пункт. II прил. ретрансляционный, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
18956,18956,0.9999999,ПОДСУНУТЬ,ПОДСУНУТЬ,"П. рюкзак под сидение. 2. что. Сунуть незаметно (разг.). Я записку. 3. кого-что. Обманув, заставить взять, принять что-н. плохое, негодное (разг.). П. плохой товар. П. негодного работника. II несов. подсовывать, -аю, -аешь. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
30487,30487,1.0,ШАССИ,ШАССИ,"Основная часть автомобиля, трактора или другого транспортного средства - рама, на к-рой укреплены кузов, двигатель, все механизмы и детали. 2. Взлетно-посадочное устройство самолета. Убрать ш. Выпустить ш. 3. Опорная часть прибора, на к-рой смонтированы его основные детали. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
20971,20971,1.0000001,ПРИУСТАТЬ,ПРИУСТАТЬ,Немного устать. В походе приустали. ,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
7109,7109,1.0,ЗАЗОРНЫЙ,ЗАЗОРНЫЙ,"Постыдный, достойный осуждения. 3. поступок. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
18176,18176,1.0,ПЛАТИНА,ПЛАТИНА,"Драгоценный тугоплавкий блестящий металл серовато-белого цвета. II прил. платиновый, -ая, -ое. Платиновая брошь. Платиновая руда. Металлы платиновой группы. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
24590,24590,0.99999994,СЕВЕРОМОРЕЦ,СЕВЕРОМОРЕЦ,Моряк Северного флота. ,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
24381,24381,1.0,СВЕТЛИЦА,СВЕТЛИЦА,"В старину: светлая парадная комната в доме. II прил. светличный, -ая,-ое",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
9543,9543,1.0,КИКБОКСИНГ,КИКБОКСИНГ,"Вид спорта - бокс, в к-ром разрешены удары ногами. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
5393,5393,1.0,ДЕКАБРЬ,ДЕКАБРЬ,"Двенадцатый месяц календарного года. II прил. декабрьский, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
21495,21495,1.0,ПРОПИТЬ,ПРОПИТЬ,"Истратить на выпивку, пьянство. П. много денег. Все с себя пропил (всю свою одежду). 2. что. Утратить, испортить в результате пьянства (разг.). П. голос. П. талант. II кесое. пропивать, -аю, -аешь. II сущ. пропитие, -я, ср. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
18030,18030,0.9999999,ПИОНЕРИЯ,ПИОНЕРИЯ,Пионеры (в 3 знач.). ,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
20258,20258,1.0000001,ПРЕДРАСПОЛОЖИТЬ,ПРЕДРАСПОЛОЖИТЬ,"Заранее расположить, настроить, склонить к чему-н. П. в свою пользу. II несов. предрасполагать, -аю, -аешь. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
17754,17754,1.0000002,ПЕРЕССОРИТЬ,ПЕРЕССОРИТЬ,Поссорить многих друг с другом. П. старых друзей. ,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
16914,16914,1.0,ОХРАНИТЕЛЬНЫЙ,ОХРАНИТЕЛЬНЫЙ,"Консервативный, реакционный (устар.). О. образ мыслей. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
14693,14693,0.99999994,НИЩЕТА,НИЩЕТА,"Крайняя бедность. Впасть в нищету. 2. перен. Убожество (чувств, мыслей) (книжн.). Духовная н. 3. собир. Нищие люди. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
7972,7972,1.0,ЗЕМЛЕСОС,ЗЕМЛЕСОС,"Насос в землесосном снаряде, осуществляющий выемку и транспортировку грунта. II прил. землесосный, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
14057,14057,1.0,НЕДОБРОКАЧЕСТВЕННЫЙ,НЕДОБРОКАЧЕСТВЕННЫЙ,"Плохого качества, с изъянами.Н. товар. II сущ. недоброкачественность, -и,ж. НЕДОБРОСОВЕСТНЫЙ, -ая, -ое; -тен, -тна. Нечестно и небрежно делающий что-н. или плохо, небрежно сделанный. Н. работник. Недобросовестная информация (необъективная). II сущ. недобросовестность, -и, ж. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
28394,28394,1.0,УДУШИТЬ,УДУШИТЬ,"Убить, лишив возможности дышать, задушить (разг.). 2. перен; кого-что. Подавить, уничтожить. Свободу иву. II несов. удушать, oаю, -аешь. "" сущ. удушение, oя, ср. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
3700,3700,1.0000001,ВЫГЛЯДЫВАТЬ,ВЫГЛЯДЫВАТЬ,"То же, что высматривать (разг). Приходит к нам, все что-то выглядывает, выспрашивает. В. знакомых среди собравшихся. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
11692,11692,1.0,ЛЮБОВНЫЙ,ЛЮБОВНЫЙ,"Выражающий любовь (в 1 знач.), проникнутый любовью. Любовное письмо. Л. взгляд. 3. Внимательно-заботливый. Любовное отношение к делу. II сущ. любовность, -и, ас. (к 3 знач.). ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
22827,22827,1.0000001,РАНО,РАНО,"В сочетании с нареч.:в начале того времени, поры, к-рые названы наречием (без него - об утренней поре или о непозднем вечереУ Р. вечером. Р. утром. Вышел из дому р. Проснулся, встал р. Дети ложатся р. 2. В начале жизни. Р. познал труд. Читать научился р. 3. До обычного срока, преждевременно. Весна наступила р. Р. начали сев. Р. состарился. Ему р. (в знач. сказ.) читать эту книгу. * Рано или поздно (разг.) - о том, что обязательно произойдет когда-нибудь, в будущем. II уменьш. раненько. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
729,729,1.0,АЭРОНАВТ,АЭРОНАВТ,"То же, что воздухоплаватель. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
10698,10698,1.0,КРИМИНОЛОГ,КРИМИНОЛОГ,Специалист по криминологии. ,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
26000,26000,0.99999994,СОСЛУЖИВЕЦ,СОСЛУЖИВЕЦ,"Человек, к-рый служит вместе с кем-н., работает с кем-н. в одном учреждении. Мы с ним сослуживцы. Бывшие сослуживцы. 11 прил. сослуживица, -ы. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
11222,11222,1.0,ЛЕДОКОЛ,ЛЕДОКОЛ,"Судно, оборудованное для прохода сквозь льды, для плавания во льдах. Атомный л. Океанский л. Речной л. II прил. ледокольный, -ая, -ое. Л. флот. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
22769,22769,1.0,РАЗУХАБИСТЫЙ,РАЗУХАБИСТЫЙ,"Молодцеватый, задорный. Разухабистая песня. 2. Слишком вольный, развязный (неодобр.). Разухабистые манеры. II сущ. разухабистость, -и, ж. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
3393,3393,1.0,ВПРЯЧЬ,ВПРЯЧЬ,"Запрячь (животное) в повозку. В. лошадь в телегу. II несов. впрягать, -аю, -аешь. II возвр. впрячься, -ягусь, -яжешься, -ягутся; -ягся, -яглась; ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
27607,27607,0.99999994,ТОНЗУРА,ТОНЗУРА,У католических священнослужителей: выбритое место на макушке. ,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
9336,9336,0.9999998,КАРЛИК,КАРЛИК,"Животное или растение неестественно маленького размера. Орел-к. Сосна-к. 2. Человек неестественно маленького роста. Злой к. (в сказках). 3. Слабо светящаяся небольшая звезда (Спец.). Белый к. (очень плотная звезда малых размеров). II ж. карлица, -ы (ко 2 знач.). ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
20026,20026,1.0,ПОЧВОВЕДЕНИЕ,ПОЧВОВЕДЕНИЕ,"Наука о почве. II прил. почвоведческий, -ая, -ое. П. факультет. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
28626,28626,0.9999999,УНИКАЛЬНЫЙ,УНИКАЛЬНЫЙ,"Единственный в своем роде, неповторимый. У. экспонат. У. эксперимент. Уникальная профессия. У. уголок природы. II сущ уникальность, -и, ас. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
23855,23855,1.0,РУКОМЕСЛО,РУКОМЕСЛО,"То же, что ремесло (в 1 знач.). Знает всякое р. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
6162,6162,1.0000001,ДОХНУТЬ,ДОХНУТЬ,"Вздохнуть, сделать вдох или выдох. Не сметь д. (притаиться или замереть от страха). Д. некогда (очень занят; разг.). Осень дохнула холодом (перен.). ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
6161,6161,1.0000001,ДОХНУТЬ,ДОХНУТЬ,"Умирать (в 1 знач.; о животных; о человеке прост, пренебр.). II сов. издохнуп"", -ну, -нешь; -ох, -охла. подохнуть, -ну, -нешь; -6х, -охла и сдохнуть, -ну, -нешь; -ох, -охла. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
14306,14306,1.0000001,НЕОСЛАБНЫЙ,НЕОСЛАБНЫЙ,"Постоянно действующий, не ослабевающий. С неослабным вниманием. Неослабное наблюдение.II сущ. неослабность, -и, ж. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
24472,24472,1.0,СВОДНЯ,СВОДНЯ,"То же, что сводница. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
14192,14192,0.9999999,НЕИСТОВСТВОВАТЬ,НЕИСТОВСТВОВАТЬ,"Проявлять неистовство, буйство.Н. от восторга. 2. (1 и 2 л. не употр.), перен. То же, что свирепствовать. Враг неистовствует. Буря, ураган неистовствует. ",sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
7377,7377,1.0,ЗАНУДА,ЗАНУДА,Занудливый человек. ,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,True
17727,17727,1.0,ПЕРЕСАДКА,ПЕРЕСАДКА,"Переход с одного транспортного средства на другое для продолжения поездки. Сделать пересадку. Ехать без пересадок. П прил. пересадочный, -ая, ое. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
11304,11304,1.0,ЛЕСОВОД,ЛЕСОВОД,Специалист по лесоводству. ,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
27583,27583,1.0000002,ТОЛСТЕТЬ,ТОЛСТЕТЬ,"Становиться толстым (в 1 и 2 знач.), толще. Фигура толстеет. Рукопись толстеет. II сов. потолстеть, -ею, -еешь. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
6100,6100,1.0000001,ДОСКАЗАТЬ,ДОСКАЗАТЬ,"Закончить рассказывать, говорить что-н. Д. сказку. Д. мысль. Не дает д. (перебивает). II несов. досказывать, -аю, -аешь. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
27253,27253,0.9999999,ТАТАКАТЬ,ТАТАКАТЬ,"То же, что такать2. Татакает пулемет. II однако, татакнуть, -ну, -нешь. II сущ. татаканье, -я, ср. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
15932,15932,1.0,ОПЛОШНОСТЬ,ОПЛОШНОСТЬ,"Ошибка, ошибочный поступок, промах. Допустить о. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
5856,5856,1.0,ДОВОЛЬСТВОВАТЬ,ДОВОЛЬСТВОВАТЬ,Снабжать довольствием. Д. войска. ,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
17043,17043,1.0,ПАЛЕСТИНСКИЙ,ПАЛЕСТИНСКИЙ,"Относящийся к палестинцам, к их языку, национальному характеру, образу жизни, культуре, а также к Палестине, ее территории, внутреннему устройству, истории; такой, как у палестинцев, как в Палестине. Палестинские арабы (палестинцы). Палестинские земли. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
560,560,1.0,АРКТИКА,АРКТИКА,"Северная полярная область земного шара: окраины материков Евразии и Северной Америки с прилегающими островами, Северным Ледовитым океаном и участками других океанов. II прил. арктический, -ая, oое. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
5682,5682,1.0,ДИКТОФОН,ДИКТОФОН,"Портативный прибор для магнитной записи и последующего воспроизведения устной речи (как диктуемой). Запись на д. II прил. диктофонный, -ая, -ое. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
4407,4407,1.0,ГИБЕЛЬНЫЙ,ГИБЕЛЬНЫЙ,"Угрожающий гибелью, крайне опасный. Г. шаг. Гибельные последствия. II сущ. гибельность, -и, ж. ",sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,True
